DaysPassed,TotalPopulation,TotalBabies,DeathsAge,DeathsPredator,DeathsStarved,TotalDeaths,FoodTime,BridgesTime,HousesTime,ProcreationTime,AverageFoodTime,AverageBridgesTime,AverageHouseTime,AverageProcreationTime
246,1178,165,848,133,102,1083,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
247,1166,165,852,133,102,1087,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
248,1166,165,859,133,102,1094,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
249,1166,165,863,133,102,1098,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
250,1166,165,867,133,102,1102,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
251,1204,165,869,133,102,1104,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
252,1204,165,872,133,102,1107,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
253,1204,165,873,133,102,1108,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
254,1204,165,875,133,102,1110,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
255,1204,165,878,134,102,1114,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
256,1204,165,882,134,102,1118,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
257,1204,165,885,134,102,1121,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
258,1204,165,889,134,102,1125,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
259,1204,165,891,134,102,1127,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
260,1193,165,899,134,103,1136,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
261,1243,165,902,134,103,1139,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
262,1243,165,903,134,103,1140,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
263,1243,165,903,134,103,1140,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
264,1228,165,906,137,103,1146,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
265,1228,165,910,137,103,1150,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
266,1228,165,915,137,103,1155,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
267,1228,165,918,138,103,1159,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
268,1221,165,923,138,103,1164,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
269,1221,165,927,139,103,1169,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
270,1221,165,929,139,103,1171,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
271,1271,165,929,139,103,1171,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
272,1264,165,930,139,103,1172,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
273,1264,165,932,139,103,1174,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
274,1264,165,935,140,103,1178,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
275,1264,165,937,140,103,1180,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
276,1264,165,939,140,103,1182,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
277,1264,165,947,140,104,1191,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
278,1264,165,949,140,104,1193,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
279,1265,165,952,140,104,1196,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
280,1264,165,955,140,104,1199,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
281,1305,165,956,140,104,1200,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
282,1305,165,957,140,104,1201,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
283,1305,165,960,140,104,1204,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
284,1305,165,961,140,104,1205,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
285,1293,165,966,140,104,1210,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
286,1293,165,970,141,104,1215,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
287,1293,165,972,141,104,1217,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
288,1293,165,973,141,104,1218,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
289,1289,165,977,142,104,1223,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
290,1289,165,980,142,104,1226,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
291,1339,165,984,142,104,1230,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
292,1339,165,987,142,104,1233,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
293,1329,165,992,143,104,1239,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
294,1329,165,994,143,104,1241,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
295,1329,165,994,143,104,1241,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
296,1329,165,995,143,104,1242,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
297,1321,165,999,143,104,1246,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
298,1321,165,1003,143,104,1250,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
299,1321,165,1003,143,104,1250,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
300,1321,165,1006,143,104,1253,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
301,1357,165,1009,143,104,1256,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
302,1357,165,1010,143,104,1257,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
303,1357,165,1014,143,104,1261,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
304,1357,165,1018,143,104,1265,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
305,1348,165,1024,143,104,1271,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
306,1348,165,1026,143,104,1273,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
307,1348,165,1029,143,104,1276,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
308,1348,165,1034,143,104,1281,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
309,1342,165,1036,143,104,1283,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
310,1342,165,1037,143,104,1284,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
311,1392,165,1042,143,104,1289,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
312,1392,165,1044,143,104,1291,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
313,1387,165,1047,143,104,1294,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
314,1387,165,1053,143,104,1300,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
315,1387,165,1058,144,104,1306,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
316,1387,165,1060,144,104,1308,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
317,1380,165,1062,146,104,1312,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
318,1380,165,1067,146,104,1317,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
319,1380,165,1069,146,104,1319,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
320,1380,165,1072,146,104,1322,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
321,1422,165,1073,146,104,1323,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
322,1422,165,1077,146,104,1327,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
323,1422,165,1077,146,104,1327,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
324,1422,165,1080,146,104,1330,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
325,1412,165,1086,146,104,1336,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
326,1412,165,1091,146,104,1341,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
327,1412,165,1091,146,104,1341,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
328,1412,165,1094,146,104,1344,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
329,1408,165,1097,146,104,1347,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
330,1408,165,1098,146,104,1348,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
331,1458,165,1101,146,104,1351,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
332,1458,165,1105,146,104,1355,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
333,1448,165,1106,146,104,1356,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
334,1448,165,1109,146,104,1359,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
335,1448,165,1112,146,104,1362,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
336,1448,165,1114,146,104,1364,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
337,1442,165,1118,148,104,1370,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
338,1442,165,1120,148,104,1372,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
339,1442,165,1122,148,104,1374,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
340,1442,165,1125,149,104,1378,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
341,1473,165,1126,150,104,1380,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
342,1473,165,1129,150,104,1383,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
343,1473,165,1132,150,104,1386,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
344,1473,165,1134,150,104,1388,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
345,1466,165,1137,150,104,1391,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
346,1466,165,1142,150,104,1396,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
347,1466,165,1148,150,104,1402,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
348,1466,165,1152,150,104,1406,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
349,1452,165,1156,151,104,1411,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
350,1452,165,1157,151,104,1412,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
351,1502,165,1158,151,104,1413,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
352,1502,165,1158,151,104,1413,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
353,1502,165,1160,151,104,1415,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
354,1502,165,1161,152,104,1417,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
355,1502,165,1165,152,104,1421,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
356,1502,165,1166,152,104,1422,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
357,1502,165,1168,152,104,1424,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
358,1502,165,1171,153,104,1428,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
359,1502,165,1175,153,104,1432,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
360,1498,165,1177,153,104,1434,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
361,1548,165,1181,153,104,1438,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
362,1548,165,1183,153,104,1440,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
363,1548,165,1185,153,104,1442,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
364,1536,165,1187,159,104,1450,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
365,1536,165,1190,159,104,1453,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
366,1536,165,1191,160,104,1455,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
367,1536,165,1195,160,104,1459,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
368,1532,165,1196,160,104,1460,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
369,1532,165,1198,160,104,1462,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
370,1532,165,1203,161,104,1468,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
371,1582,165,1207,161,104,1472,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
372,1582,165,1209,161,105,1475,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
373,1582,165,1213,161,105,1479,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
374,1582,165,1218,161,105,1484,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
375,1575,165,1224,161,105,1490,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
376,1575,165,1226,161,105,1492,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
377,1575,165,1232,161,105,1498,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
378,1575,165,1236,161,105,1502,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
379,1567,165,1240,162,105,1507,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
380,1567,165,1242,162,106,1510,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
381,1617,165,1243,162,106,1511,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
382,1617,165,1245,162,106,1513,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
383,1604,165,1247,164,106,1517,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
384,1604,165,1249,164,106,1519,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
385,1604,165,1255,164,106,1525,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
386,1604,165,1258,164,106,1528,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
387,1604,165,1263,164,106,1533,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
388,1604,165,1268,165,106,1539,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
389,1604,165,1272,165,106,1543,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
390,1599,165,1277,167,106,1550,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
391,1649,165,1280,167,106,1553,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
392,1649,165,1283,167,106,1556,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
393,1649,165,1285,167,106,1558,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
394,1642,165,1285,167,106,1558,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
395,1642,165,1287,167,106,1560,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
396,1642,165,1288,167,106,1561,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
397,1642,165,1289,167,106,1562,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
398,1642,165,1294,167,106,1567,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
399,1642,165,1298,167,106,1571,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
400,1642,165,1302,167,106,1575,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
401,1684,165,1302,167,106,1575,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
402,1684,165,1306,167,107,1580,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
403,1684,165,1311,167,107,1585,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
404,1684,165,1316,167,107,1590,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
405,1683,165,1322,168,107,1597,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
406,1683,165,1324,168,107,1599,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
407,1683,165,1327,168,107,1602,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
408,1682,165,1330,168,107,1605,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
409,1682,165,1333,168,107,1608,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
410,1682,165,1335,168,107,1610,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
411,1732,165,1337,168,107,1612,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
412,1718,165,1342,168,108,1618,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
413,1718,165,1346,168,108,1622,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
414,1718,165,1346,168,108,1622,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
415,1718,165,1349,168,108,1625,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
416,1718,165,1354,168,108,1630,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
417,1718,165,1357,168,108,1633,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
418,1718,165,1361,168,108,1637,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
419,1715,165,1367,168,108,1643,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
420,1715,165,1368,169,108,1645,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
421,1765,165,1371,169,108,1648,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
422,1763,165,1373,170,108,1651,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
423,1763,165,1378,170,108,1656,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
424,1763,165,1383,170,108,1661,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
425,1763,165,1384,170,108,1662,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
426,1754,165,1384,170,108,1662,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
427,1754,165,1387,170,108,1665,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
428,1754,165,1389,170,108,1667,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
429,1754,165,1391,170,108,1669,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
430,1754,165,1398,170,108,1676,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
431,1804,165,1401,170,108,1679,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
432,1804,165,1404,170,108,1682,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
433,1795,165,1406,171,108,1685,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
434,1795,165,1409,171,108,1688,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
435,1795,165,1414,171,108,1693,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
436,1795,165,1418,171,108,1697,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
437,1795,165,1424,171,108,1703,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
438,1795,165,1427,171,108,1706,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
439,1795,165,1429,171,108,1708,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
440,1790,165,1436,172,108,1716,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
441,1840,165,1437,172,108,1717,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
442,1840,165,1442,172,108,1722,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
443,1825,165,1446,173,108,1727,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
444,1825,165,1448,173,108,1729,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
445,1825,165,1451,173,108,1732,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
446,1825,165,1457,173,108,1738,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
447,1825,165,1464,174,109,1747,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
448,1825,165,1468,174,109,1751,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
449,1825,165,1471,174,109,1754,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
450,1821,165,1476,174,109,1759,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
451,1871,165,1480,175,109,1764,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
452,1871,165,1483,175,109,1767,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
453,1870,165,1488,175,109,1772,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
454,1870,165,1491,175,109,1775,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
455,1870,165,1494,175,109,1778,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
456,1870,165,1499,175,109,1783,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
457,1863,165,1502,175,109,1786,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
458,1863,165,1503,175,109,1787,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
459,1863,165,1506,175,109,1790,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
460,1858,165,1509,175,109,1793,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
461,1908,165,1510,177,109,1796,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
462,1908,165,1512,177,109,1798,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
463,1906,165,1515,177,109,1801,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
464,1906,165,1519,178,112,1809,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
465,1906,165,1519,178,112,1809,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
466,1906,165,1523,178,112,1813,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
467,1904,165,1526,178,112,1816,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
468,1904,165,1530,178,112,1820,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
469,1904,165,1535,178,112,1825,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
470,1898,165,1537,179,112,1828,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
471,1948,165,1538,181,112,1831,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
472,1948,165,1541,181,112,1834,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
473,1939,165,1544,184,112,1840,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
474,1939,165,1547,184,112,1843,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
475,1939,165,1553,184,112,1849,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
476,1939,165,1558,184,112,1854,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
477,1939,165,1562,184,112,1858,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
478,1939,165,1568,184,112,1864,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
479,1939,165,1571,185,112,1868,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
480,1934,165,1575,185,112,1872,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
481,1984,165,1577,185,112,1874,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
482,1984,165,1580,186,112,1878,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
483,1979,165,1581,188,112,1881,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
484,1979,165,1584,188,112,1884,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
485,1979,165,1584,188,112,1884,49.84122,72.3811,25.07931,51.74599,23.9626,19.67253,36.47633,0.8384767
